scrape_date,scrape_timestamp,category,sku,title,brand,price,mrp,vsp,availability,product_url,image_url,categories,rating,review_count
2026-02-07,2026-02-07 08:46:31,mobiles,249462,"realme 16 Pro 5G (8GB RAM, 128GB Storage) | Dimensity 7300 Max | 7000mAh Battery | 200MP Camera | Master Gold",realme,31999,34999,31999,Available,https://www.vijaysales.com/p/P249461/249462/realme-16-pro-5g-8gb-ram-128gb-storage-master-gold,https://vsprod.vijaysales.com/media/catalog/product/1/7/1767607330558648a26c6a4294b058149e0a23522ff6b.png.webp.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,235715,"Redmi Note 14 Pro Plus 5G (12GB RAM, 512GB Storage) | Snapdragon 7s Gen 3 | 6200mAh Battery | 6.67-inch 120Hz Display | Spectre Blue",Redmi,31999,39999,31999,Available,https://www.vijaysales.com/p/P235711/235715/redmi-note-14-pro-plus-5g-12gb-ram-512gb-storage-spectre-blue,https://vsprod.vijaysales.com/media/catalog/product/r/e/redminote14-pro-plus-blue_1_.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,240903,"Oppo Reno14 Pro 5G (12GB RAM, 256GB Storage) | MediaTek Dimensity 8450 | 6200mAh Battery | IP68 & IP69 Water and Dust Resistant | Titanium Grey",Oppo,54999,54999,54999,Available,https://www.vijaysales.com/p/P240901/240903/oppo-reno14-pro-5g-12gb-ram-256gb-storage-titanium-grey,https://vsprod.vijaysales.com/media/catalog/product/o/p/opporeno14pro-grey_1_.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,248479,"realme P4x 5G (8GB RAM, 128GB Storage) | Dimensity 7400 Ultra | 7000mAh Titan Battery | 144Hz Display | Matte Silver",realme,17499,18999,17499,Available,https://www.vijaysales.com/p/P248475/248479/realme-p4x-5g-8-gb-ram-128-gb-storage-matte-silver,https://vsprod.vijaysales.com/media/catalog/product/2/4/248479_13_.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,244101,"Google Pixel 10 5G (12GB RAM, 256GB Storage) | Google Tensor G5 | 4835mAh Battery | Smarter with Google Gemini AI | Indigo",Google,74999,79999,79999,Available,https://www.vijaysales.com/p/P244098/244101/google-pixel-10-12gb-ram-256gb-storage-indigo,https://vsprod.vijaysales.com/media/catalog/product/p/1/p10_indigo.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,243455,"vivo V60 5G (16GB RAM, 512GB Storage) | Snapdragon 7 Gen 4 | 6500mAh Battery | IP68 & IP69 Rating | Moonlit Blue",Vivo,42999,50999,45999,Available,https://www.vijaysales.com/p/P243444/243455/vivo-v60-5g-16gb-ram-512gb-storage-moonlit-blue,https://vsprod.vijaysales.com/media/catalog/product/v/i/vivo_v60_pdp_blue_1__1.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,248475,"realme P4x 5G (6GB RAM, 128GB Storage) | Dimensity 7400 Ultra | 7000mAh Titan Battery | 144Hz Display | Lake Green",realme,15999,17999,15999,Available,https://www.vijaysales.com/p/P248475/248475/realme-p4x-5g-6-gb-ram-128-gb-storage-lake-green,https://vsprod.vijaysales.com/media/catalog/product/2/4/248475_1_.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,248735,"Nothing Phone (3a) Lite (8GB RAM, 128GB Storage) | Dimensity 7300 Pro | 5000mAh Battery | Smarter with Nothing OS AI | White",Nothing,21999,24999,21999,Available,https://www.vijaysales.com/p/P248734/248735/nothing-phone-3a-lite-8gb-ram-128gb-storage-white,https://vsprod.vijaysales.com/media/catalog/product/w/h/white_nothing_3a_lite.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,248396,"vivo X300 5G (12GB RAM, 256GB Storage) | Dimensity 9500 | 6040 mAh Battery | IP68/IP69 Rating | Elite Black",Vivo,75999,83999,75999,Available,https://www.vijaysales.com/p/P248396/248396/vivo-x300-5g-12gb-ram-256gb-storage-elite-black,https://vsprod.vijaysales.com/media/catalog/product/e/l/elite_black_1_.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
2026-02-07,2026-02-07 08:46:31,mobiles,236555,"OnePlus 13 5G (16GB RAM, 512GB Storage) | Snapdragon 8 Elite | 6000mAh Battery | Smarter with Oneplus AI | Artic Dawn",OnePlus,67999,79999,76990,Available,https://www.vijaysales.com/p/P236557/236555/oneplus-13-5g-16gb-ram-512gb-storage-artic-dawn,https://vsprod.vijaysales.com/media/catalog/product/2/3/236554_1__1.jpg,Electronics > Mobiles and Accessories > Mobiles > Smartphones,,
